Stock Name,Stock Symbol,Market
엘앤케이바이오,156100,KOSDAQ
인텍플러스,064290,KOSDAQ
KT지니뮤직,043610,KOSDAQ
디엔에프,092070,KOSDAQ
우수AMS,066590,KOSDAQ
SBI인베스트먼트,019550,KOSDAQ
3S,060310,KOSDAQ
진로발효,018120,KOSDAQ
PS일렉트로닉스,332570,KOSDAQ
유라테크,048430,KOSDAQ
에코플라스틱,038110,KOSDAQ
씨씨에스,066790,KOSDAQ
우리바이오,082850,KOSDAQ
메드팩토,235980,KOSDAQ
크리스탈신소재,900250,KOSDAQ
신테카바이오,226330,KOSDAQ
에이에스텍,453860,KOSDAQ
쎌바이오텍,049960,KOSDAQ
플리토,300080,KOSDAQ
와이엔텍,067900,KOSDAQ
비씨엔씨,146320,KOSDAQ
유아이엘,049520,KOSDAQ
캔버스엔,210120,KOSDAQ
SBI핀테크솔루션즈,950110,KOSDAQ
에코아이,448280,KOSDAQ
아모텍,052710,KOSDAQ
위너스,479960,KOSDAQ
에이티넘인베스트,021080,KOSDAQ
청담글로벌,362320,KOSDAQ
코웰패션,033290,KOSDAQ
조이시티,067000,KOSDAQ
코세스,089890,KOSDAQ
플래스크,041590,KOSDAQ
켐트로스,220260,KOSDAQ
빅텍,065450,KOSDAQ
티쓰리,204610,KOSDAQ
메디아나,041920,KOSDAQ
인포바인,115310,KOSDAQ
상지건설,042940,KOSDAQ
삐아,451250,KOSDAQ
디이엔티,079810,KOSDAQ
폴라리스AI파마,041910,KOSDAQ
와이제이링크,209640,KOSDAQ
한빛레이저,452190,KOSDAQ
웨이비스,289930,KOSDAQ
피노,033790,KOSDAQ
LS티라유텍,322180,KOSDAQ
유니트론텍,142210,KOSDAQ
뉴프렉스,085670,KOSDAQ
미스터블루,207760,KOSDAQ
와이엠텍,273640,KOSDAQ
MDS테크,086960,KOSDAQ
에스엠씨지,460870,KOSDAQ
나노엔텍,039860,KOSDAQ
풍국주정,023900,KOSDAQ
아진산업,013310,KOSDAQ
리메드,302550,KOSDAQ
화성밸브,039610,KOSDAQ
레이언스,228850,KOSDAQ
강스템바이오텍,217730,KOSDAQ
다산네트웍스,039560,KOSDAQ
그린리소스,402490,KOSDAQ
인성정보,033230,KOSDAQ
위닉스,044340,KOSDAQ
테라젠이텍스,066700,KOSDAQ
DXVX,180400,KOSDAQ
유비쿼스,264450,KOSDAQ
토마토시스템,393210,KOSDAQ
에스트래픽,234300,KOSDAQ
한스바이오메드,042520,KOSDAQ
모베이스전자,012860,KOSDAQ
알에프텍,061040,KOSDAQ
스톰테크,352090,KOSDAQ
덴티스,261200,KOSDAQ
에이아이코리아,364950,KOSDAQ
태웅로직스,124560,KOSDAQ
스튜디오미르,408900,KOSDAQ
크라우드웍스,355390,KOSDAQ
베뉴지,019010,KOSDAQ
제이아이테크,417500,KOSDAQ
티앤알바이오팹,246710,KOSDAQ
핑거,163730,KOSDAQ
삼아제약,009300,KOSDAQ
예스24,053280,KOSDAQ
크레오에스지,040350,KOSDAQ
세명전기,017510,KOSDAQ
세보엠이씨,011560,KOSDAQ
LB인베스트먼트,309960,KOSDAQ
솔디펜스,215090,KOSDAQ
크리스에프앤씨,110790,KOSDAQ
삼륭물산,014970,KOSDAQ
제이씨현시스템,033320,KOSDAQ
티에스아이,277880,KOSDAQ
상상인,038540,KOSDAQ
에스유앤피,019590,KOSDAQ
홈센타홀딩스,060560,KOSDAQ
라온시큐어,042510,KOSDAQ
세운메디칼,100700,KOSDAQ
에이스토리,241840,KOSDAQ
에이치피오,357230,KOSDAQ
대성창투,027830,KOSDAQ
빅솔론,093190,KOSDAQ
초록뱀미디어,047820,KOSDAQ
M83,476080,KOSDAQ
HLB제넥스,187420,KOSDAQ
코아스템켐온,166480,KOSDAQ
솔본,035610,KOSDAQ
아모그린텍,125210,KOSDAQ
팅크웨어,084730,KOSDAQ
엠투아이,347890,KOSDAQ
라온테크,232680,KOSDAQ
KNN,058400,KOSDAQ
남화산업,111710,KOSDAQ
고스트스튜디오,950190,KOSDAQ
오이솔루션,138080,KOSDAQ
제로투세븐,159580,KOSDAQ
KCC건설,021320,KOSDAQ
레이저옵텍,199550,KOSDAQ
우리손에프앤지,073560,KOSDAQ
트루엔,417790,KOSDAQ
지엘팜텍,204840,KOSDAQ
코츠테크놀로지,448710,KOSDAQ
엠게임,058630,KOSDAQ
한송네오텍,226440,KOSDAQ
시지메드텍,056090,KOSDAQ
셀리드,299660,KOSDAQ
큐라티스,348080,KOSDAQ
비아트론,141000,KOSDAQ
대한뉴팜,054670,KOSDAQ
하이딥,365590,KOSDAQ
버킷스튜디오,066410,KOSDAQ
케이옥션,102370,KOSDAQ
이건홀딩스,039020,KOSDAQ
네온테크,306620,KOSDAQ
옵투스제약,131030,KOSDAQ
엔지켐생명과학,183490,KOSDAQ
서원인텍,093920,KOSDAQ
부방,014470,KOSDAQ
휴비츠,065510,KOSDAQ
삼기에너지솔루션즈,419050,KOSDAQ
아이비김영,339950,KOSDAQ
아이디스홀딩스,054800,KOSDAQ
iMBC,052220,KOSDAQ
APS,054620,KOSDAQ
제닉스,381620,KOSDAQ
싸이토젠,217330,KOSDAQ
엘티씨,170920,KOSDAQ
라온텍,418420,KOSDAQ
HLB파나진,046210,KOSDAQ
라온피플,300120,KOSDAQ
유라클,088340,KOSDAQ
아셈스,136410,KOSDAQ
메쎄이상,408920,KOSDAQ
삼보모터스,053700,KOSDAQ
신스틸,162300,KOSDAQ
엠플러스,259630,KOSDAQ
아이진,185490,KOSDAQ
대정화금,120240,KOSDAQ
중앙백신,072020,KOSDAQ
스맥,099440,KOSDAQ
안국약품,001540,KOSDAQ
새로닉스,042600,KOSDAQ
블랙야크아이앤씨,478560,KOSDAQ
코스맥스엔비티,222040,KOSDAQ
로보로보,215100,KOSDAQ
엔브이에이치코리아,067570,KOSDAQ
하이로닉,149980,KOSDAQ
SDN,099220,KOSDAQ
상신이디피,091580,KOSDAQ
코칩,126730,KOSDAQ
코리아나,027050,KOSDAQ
정상제이엘에스,040420,KOSDAQ
비아이매트릭스,413640,KOSDAQ
퓨릿,445180,KOSDAQ
선바이오,067370,KOSDAQ
바이오스마트,038460,KOSDAQ
와이랩,432430,KOSDAQ
샤페론,378800,KOSDAQ
서플러스글로벌,140070,KOSDAQ
유성티엔에스,024800,KOSDAQ
한국선재,025550,KOSDAQ
신신제약,002800,KOSDAQ
탑코미디어,134580,KOSDAQ
에이팩트,200470,KOSDAQ
유비벨록스,089850,KOSDAQ
공구우먼,366030,KOSDAQ
케이피에프,024880,KOSDAQ
야스,255440,KOSDAQ
한국첨단소재,062970,KOSDAQ
고바이오랩,348150,KOSDAQ
파로스아이바이오,388870,KOSDAQ
차이커뮤니케이션,351870,KOSDAQ
인크로스,216050,KOSDAQ
컴퍼니케이,307930,KOSDAQ
오킨스전자,080580,KOSDAQ
홈캐스트,064240,KOSDAQ
화일약품,061250,KOSDAQ
광림,014200,KOSDAQ
엠오티,413390,KOSDAQ
비트맥스,377030,KOSDAQ
제이엔케이글로벌,126880,KOSDAQ
에스엠코어,007820,KOSDAQ
옵티코어,380540,KOSDAQ
수성웹툰,084180,KOSDAQ
엑시온그룹,069920,KOSDAQ
데이원컴퍼니,373160,KOSDAQ
엔에스이엔엠,078860,KOSDAQ
제이씨케미칼,137950,KOSDAQ
노브랜드,145170,KOSDAQ
피앤에스미캐닉스,460940,KOSDAQ
위츠,459100,KOSDAQ
케이엔에스,432470,KOSDAQ
지아이텍,382480,KOSDAQ
경남스틸,039240,KOSDAQ
동아화성,041930,KOSDAQ
노을,376930,KOSDAQ
코메론,049430,KOSDAQ
에스넷,038680,KOSDAQ
코어라인소프트,384470,KOSDAQ
오파스넷,173130,KOSDAQ
현대공업,170030,KOSDAQ
CBI,013720,KOSDAQ
에이프로,262260,KOSDAQ
프롬바이오,377220,KOSDAQ
우리산업,215360,KOSDAQ
타이거일렉,219130,KOSDAQ
창해에탄올,004650,KOSDAQ
비트컴퓨터,032850,KOSDAQ
소노스퀘어,007720,KOSDAQ
아이에스티이,212710,KOSDAQ
녹십자엠에스,142280,KOSDAQ
한울소재과학,091440,KOSDAQ
수산아이앤티,050960,KOSDAQ
민테크,452200,KOSDAQ
레몬,294140,KOSDAQ
정다운,208140,KOSDAQ
차백신연구소,261780,KOSDAQ
HLB펩,196300,KOSDAQ
서한,011370,KOSDAQ
피엔케이피부임상연구센타,347740,KOSDAQ
새빗켐,107600,KOSDAQ
세종텔레콤,036630,KOSDAQ
피제이전자,006140,KOSDAQ
위더스제약,330350,KOSDAQ
제노레이,122310,KOSDAQ
에이비프로바이오,195990,KOSDAQ
씨티케이,260930,KOSDAQ
HRS,036640,KOSDAQ
그린플러스,186230,KOSDAQ
참좋은여행,094850,KOSDAQ
지오엘리먼트,311320,KOSDAQ
에스피시스템스,317830,KOSDAQ
센코,347000,KOSDAQ
이엘씨,041520,KOSDAQ
지놈앤컴퍼니,314130,KOSDAQ
비엠티,086670,KOSDAQ
지에스이,053050,KOSDAQ
영화테크,265560,KOSDAQ
성호전자,043260,KOSDAQ
진양제약,007370,KOSDAQ
SV인베스트먼트,289080,KOSDAQ
블루엠텍,439580,KOSDAQ
엘컴텍,037950,KOSDAQ
라이온켐텍,171120,KOSDAQ
중앙에너비스,000440,KOSDAQ
에프엔에스테크,083500,KOSDAQ
자연과환경,043910,KOSDAQ
좋은사람들,033340,KOSDAQ
세코닉스,053450,KOSDAQ
서울평가정보,036120,KOSDAQ
이브이첨단소재,131400,KOSDAQ
우듬지팜,403490,KOSDAQ
세토피아,222810,KOSDAQ
재영솔루텍,049630,KOSDAQ
제일엠앤에스,412540,KOSDAQ
SKAI,357880,KOSDAQ
아미노로직스,074430,KOSDAQ
코렌텍,104540,KOSDAQ
국순당,043650,KOSDAQ
JW신약,067290,KOSDAQ
네오크레마,311390,KOSDAQ
메가터치,446540,KOSDAQ
위지트,036090,KOSDAQ
엠투엔,033310,KOSDAQ
링네트,042500,KOSDAQ
팬젠,222110,KOSDAQ
아이엘,307180,KOSDAQ
시공테크,020710,KOSDAQ
NPX,222160,KOSDAQ
베노티앤알,206400,KOSDAQ
라이콤,388790,KOSDAQ
미래에셋드림스팩1호,442900,KOSDAQ
키이스트,054780,KOSDAQ
코아시아,045970,KOSDAQ
에프앤가이드,064850,KOSDAQ
아이엠티,451220,KOSDAQ
한울반도체,320000,KOSDAQ
에스퓨얼셀,288620,KOSDAQ
이노메트리,302430,KOSDAQ
모비스,250060,KOSDAQ
금강철강,053260,KOSDAQ
흥국에프엔비,189980,KOSDAQ
신일제약,012790,KOSDAQ
피에스텍,002230,KOSDAQ
데이타솔루션,263800,KOSDAQ
케이엔알시스템,199430,KOSDAQ
아이씨디,040910,KOSDAQ
한컴위드,054920,KOSDAQ
아이에이,038880,KOSDAQ
디케이락,105740,KOSDAQ
하이드로리튬,101670,KOSDAQ
내츄럴엔도텍,168330,KOSDAQ
오픈베이스,049480,KOSDAQ
웨이브일렉트로,095270,KOSDAQ
스톤브릿지벤처스,330730,KOSDAQ
티플랙스,081150,KOSDAQ
위드텍,348350,KOSDAQ
위메이드플레이,123420,KOSDAQ
슈프리마에이치큐,094840,KOSDAQ
엔피,291230,KOSDAQ
KS인더스트리,101000,KOSDAQ
옵티팜,153710,KOSDAQ
한국컴퓨터,054040,KOSDAQ
디와이디,219550,KOSDAQ
디바이스,187870,KOSDAQ
큐에스아이,066310,KOSDAQ
나이스디앤비,130580,KOSDAQ
티비씨,033830,KOSDAQ
노랑풍선,104620,KOSDAQ
피제이메탈,128660,KOSDAQ
덕신이피씨,090410,KOSDAQ
심플랫폼,444530,KOSDAQ
한성크린텍,066980,KOSDAQ
미래생명자원,218150,KOSDAQ
엔젯,419080,KOSDAQ
한국전자인증,041460,KOSDAQ
아크솔루션스,203690,KOSDAQ
삼양케이씨아이,036670,KOSDAQ
이닉스,452400,KOSDAQ
엔시스,333620,KOSDAQ
오리콤,010470,KOSDAQ
희림,037440,KOSDAQ
알비더블유,361570,KOSDAQ
덕우전자,263600,KOSDAQ
코콤,015710,KOSDAQ
우리넷,115440,KOSDAQ
소마젠,950200,KOSDAQ
라메디텍,462510,KOSDAQ
아진엑스텍,059120,KOSDAQ
드림씨아이에스,223250,KOSDAQ
엑스플러스,373200,KOSDAQ
유신,054930,KOSDAQ
유니테크노,241690,KOSDAQ
다보링크,340360,KOSDAQ
오르비텍,046120,KOSDAQ
인스피언,465480,KOSDAQ
블리츠웨이엔터테인먼트,369370,KOSDAQ
에이엘티,172670,KOSDAQ
한국가구,004590,KOSDAQ
우림피티에스,101170,KOSDAQ
강동씨앤엘,198440,KOSDAQ
삼현철강,017480,KOSDAQ
모베이스,101330,KOSDAQ
동일금속,109860,KOSDAQ
대주산업,003310,KOSDAQ
액토즈소프트,052790,KOSDAQ
모델솔루션,417970,KOSDAQ
오상자이엘,053980,KOSDAQ
에코볼트,097780,KOSDAQ
심텍홀딩스,036710,KOSDAQ
하스,450330,KOSDAQ
잉크테크,049550,KOSDAQ
조광ILI,044060,KOSDAQ
삼영엠텍,054540,KOSDAQ
에이텍모빌리티,224110,KOSDAQ
알체라,347860,KOSDAQ
보라티알,250000,KOSDAQ
한일단조,024740,KOSDAQ
화인써키트,127980,KOSDAQ
테라사이언스,073640,KOSDAQ
에스씨디,042110,KOSDAQ
유니크,011320,KOSDAQ
코닉오토메이션,391710,KOSDAQ
TS인베스트먼트,246690,KOSDAQ
한켐,457370,KOSDAQ
케이이엠텍,106080,KOSDAQ
플레이디,237820,KOSDAQ
SM Life Design,063440,KOSDAQ
저스템,417840,KOSDAQ
원익,032940,KOSDAQ
아이큐어,175250,KOSDAQ
쓰리에이로직스,177900,KOSDAQ
와이어블,065530,KOSDAQ
알엔투테크놀로지,148250,KOSDAQ
씨앤투스,352700,KOSDAQ
SCL사이언스,246960,KOSDAQ
오로라,039830,KOSDAQ
예림당,036000,KOSDAQ
한싹,430690,KOSDAQ
이녹스,088390,KOSDAQ
폴라리스세원,234100,KOSDAQ
해성에어로보틱스,059270,KOSDAQ
브이원텍,251630,KOSDAQ
TJ미디어,032540,KOSDAQ
포인트엔지니어링,256630,KOSDAQ
진시스템,363250,KOSDAQ
이삭엔지니어링,351330,KOSDAQ
엔에프씨,265740,KOSDAQ
린드먼아시아,277070,KOSDAQ
엔지스테크널러지,208860,KOSDAQ
대모,317850,KOSDAQ
제이스텍,090470,KOSDAQ
티디에스팜,464280,KOSDAQ
KBI메탈,024840,KOSDAQ
대한광통신,010170,KOSDAQ
서남,294630,KOSDAQ
성도이엔지,037350,KOSDAQ
와이엠씨,155650,KOSDAQ
에이치엘사이언스,239610,KOSDAQ
푸른기술,094940,KOSDAQ
사이냅소프트,466410,KOSDAQ
에이치시티,072990,KOSDAQ
바이오포트,188040,KOSDAQ
아비코전자,036010,KOSDAQ
코데즈컴바인,047770,KOSDAQ
네오오토,212560,KOSDAQ
현대에이치티,039010,KOSDAQ
딥마인드,223310,KOSDAQ
FSN,214270,KOSDAQ
하츠,066130,KOSDAQ
미트박스,475460,KOSDAQ
현대ADM,187660,KOSDAQ
세아메카닉스,396300,KOSDAQ
서린바이오,038070,KOSDAQ
AP헬스케어,109960,KOSDAQ
알리코제약,260660,KOSDAQ
이스트에이드,239340,KOSDAQ
케이엔더블유,105330,KOSDAQ
흥국,010240,KOSDAQ
바이브컴퍼니,301300,KOSDAQ
상보,027580,KOSDAQ
윙입푸드,900340,KOSDAQ
탑엔지니어링,065130,KOSDAQ
퀀타매트릭스,317690,KOSDAQ
포스뱅크,105760,KOSDAQ
우리로,046970,KOSDAQ
아모센스,357580,KOSDAQ
프로이천,321260,KOSDAQ
브리지텍,064480,KOSDAQ
케이엘넷,039420,KOSDAQ
구영테크,053270,KOSDAQ
서울리거,043710,KOSDAQ
KH 미래물산,111870,KOSDAQ
NEW,160550,KOSDAQ
큐라클,365270,KOSDAQ
케이사인,192250,KOSDAQ
에이치엠넥스,036170,KOSDAQ
모바일어플라이언스,087260,KOSDAQ
대성하이텍,129920,KOSDAQ
세원물산,024830,KOSDAQ
대창솔루션,096350,KOSDAQ
YBM넷,057030,KOSDAQ
RF시스템즈,474610,KOSDAQ
웰크론,065950,KOSDAQ
케어랩스,263700,KOSDAQ
경창산업,024910,KOSDAQ
대원,007680,KOSDAQ
디에이피,066900,KOSDAQ
더블유에스아이,299170,KOSDAQ
위세아이텍,065370,KOSDAQ
웨이버스,336060,KOSDAQ
아이디피,332370,KOSDAQ
지니너스,389030,KOSDAQ
나무기술,242040,KOSDAQ
에코바이오,038870,KOSDAQ
아스플로,159010,KOSDAQ
KH 건설,226360,KOSDAQ
아이빔테크놀로지,460470,KOSDAQ
산돌,419120,KOSDAQ
제일바이오,052670,KOSDAQ
아스타,246720,KOSDAQ
대륙제관,004780,KOSDAQ
디지틀조선,033130,KOSDAQ
포시에스,189690,KOSDAQ
이렘,009730,KOSDAQ
링크제니시스,219420,KOSDAQ
에이테크솔루션,071670,KOSDAQ
바이젠셀,308080,KOSDAQ
티사이언티픽,057680,KOSDAQ
제너셈,217190,KOSDAQ
셀로맥스사이언스,471820,KOSDAQ
이글루,067920,KOSDAQ
닷밀,464580,KOSDAQ
윈팩,097800,KOSDAQ
코디,080530,KOSDAQ
디알젬,263690,KOSDAQ
옴니시스템,057540,KOSDAQ
블루콤,033560,KOSDAQ
인스웨이브,450520,KOSDAQ
팬엔터테인먼트,068050,KOSDAQ
제이투케이바이오,420570,KOSDAQ
메이슨캐피탈,021880,KOSDAQ
티이엠씨씨엔에스,241790,KOSDAQ
대림제지,017650,KOSDAQ
디티씨,066670,KOSDAQ
씨엔알리서치,359090,KOSDAQ
스코넥,276040,KOSDAQ
CNT85,056730,KOSDAQ
와이오엠,066430,KOSDAQ
에너토크,019990,KOSDAQ
인지디스플레,037330,KOSDAQ
시그네틱스,033170,KOSDAQ
옵트론텍,082210,KOSDAQ
DGI,099520,KOSDAQ
파수,150900,KOSDAQ
가온그룹,078890,KOSDAQ
오픈놀,440320,KOSDAQ
한국팩키지,037230,KOSDAQ
이글벳,044960,KOSDAQ
버넥트,438700,KOSDAQ
EDGC,245620,KOSDAQ
삼천리자전거,024950,KOSDAQ
오비고,352910,KOSDAQ
HB인베스트먼트,440290,KOSDAQ
넥스트아이,137940,KOSDAQ
성우전자,081580,KOSDAQ
대유,290380,KOSDAQ
피엔에이치테크,239890,KOSDAQ
태양,053620,KOSDAQ
에프엔씨엔터,173940,KOSDAQ
아이티센엔텍,010280,KOSDAQ
씨유테크,376290,KOSDAQ
마이크로투나노,424980,KOSDAQ
다원넥스뷰,323350,KOSDAQ
형지I&C,011080,KOSDAQ
픽셀플러스,087600,KOSDAQ
램테크놀러지,171010,KOSDAQ
나노실리칸첨단소재,286750,KOSDAQ
트윔,290090,KOSDAQ
일지테크,019540,KOSDAQ
신화인터텍,056700,KOSDAQ
모니터랩,434480,KOSDAQ
애머릿지,900100,KOSDAQ
셀바이오휴먼텍,318160,KOSDAQ
아이지넷,462980,KOSDAQ
율호,072770,KOSDAQ
에스코넥,096630,KOSDAQ
코위버,056360,KOSDAQ
캐리,313760,KOSDAQ
나라엠앤디,051490,KOSDAQ
진매트릭스,109820,KOSDAQ
프리엠스,053160,KOSDAQ
SGC E&C,016250,KOSDAQ
엘엠에스,073110,KOSDAQ
디티앤씨알오,383930,KOSDAQ
우원개발,046940,KOSDAQ
마니커에프앤지,195500,KOSDAQ
피플바이오,304840,KOSDAQ
러셀,217500,KOSDAQ
토탈소프트,045340,KOSDAQ
에스디생명공학,217480,KOSDAQ
제일테크노스,038010,KOSDAQ
모비데이즈,363260,KOSDAQ
원티드랩,376980,KOSDAQ
효성오앤비,097870,KOSDAQ
유일에너테크,340930,KOSDAQ
이엠넷,123570,KOSDAQ
미투온,201490,KOSDAQ
비투엔,307870,KOSDAQ
인포뱅크,039290,KOSDAQ
쎄니트,037760,KOSDAQ
SG&G,040610,KOSDAQ
동우팜투테이블,088910,KOSDAQ
지더블유바이텍,036180,KOSDAQ
이상네트웍스,080010,KOSDAQ
원익큐브,014190,KOSDAQ
캠시스,050110,KOSDAQ
CSA 코스믹,083660,KOSDAQ
코스텍시스,355150,KOSDAQ
고려제약,014570,KOSDAQ
미디어젠,279600,KOSDAQ
삼화네트웍스,046390,KOSDAQ
알파녹스,043100,KOSDAQ
액트로,290740,KOSDAQ
머큐리,100590,KOSDAQ
동아엘텍,088130,KOSDAQ
시큐레터,418250,KOSDAQ
와이엠,007530,KOSDAQ
오하임앤컴퍼니,309930,KOSDAQ
파라텍,033540,KOSDAQ
파인디앤씨,049120,KOSDAQ
그리티,204020,KOSDAQ
형지글로벌,308100,KOSDAQ
엠젠솔루션,032790,KOSDAQ
엔피디,198080,KOSDAQ
이오플로우,294090,KOSDAQ
EG,037370,KOSDAQ
KX하이텍,052900,KOSDAQ
현우산업,092300,KOSDAQ
자이글,234920,KOSDAQ
알에프세미,096610,KOSDAQ
일월지엠엘,178780,KOSDAQ
넥사다이내믹스,351320,KOSDAQ
푸드웰,005670,KOSDAQ
케이쓰리아이,431190,KOSDAQ
에쎈테크,043340,KOSDAQ
엔비티,236810,KOSDAQ
인지소프트,100030,KOSDAQ
경남제약,053950,KOSDAQ
한네트,052600,KOSDAQ
와이즈버즈,273060,KOSDAQ
캐리소프트,317530,KOSDAQ
메가엠디,133750,KOSDAQ
대성파인텍,104040,KOSDAQ
벡트,457600,KOSDAQ
이노뎁,303530,KOSDAQ
승일,049830,KOSDAQ
한독크린텍,256150,KOSDAQ
옵티시스,109080,KOSDAQ
파워넷,037030,KOSDAQ
테크엘,064520,KOSDAQ
파이오링크,170790,KOSDAQ
제이엔비,452160,KOSDAQ
모아라이프플러스,142760,KOSDAQ
동방선기,099410,KOSDAQ
컬러레이,900310,KOSDAQ
자비스,254120,KOSDAQ
알피바이오,314140,KOSDAQ
아이씨에이치,368600,KOSDAQ
코셈,360350,KOSDAQ
앤디포스,238090,KOSDAQ
센서뷰,321370,KOSDAQ
원풍,008370,KOSDAQ
앱코,129890,KOSDAQ
셀루메드,049180,KOSDAQ
글로본,019660,KOSDAQ
화신정공,126640,KOSDAQ
뉴트리,270870,KOSDAQ
오토앤,353590,KOSDAQ
우양,103840,KOSDAQ
일신바이오,068330,KOSDAQ
에이루트,096690,KOSDAQ
팸텍,271830,KOSDAQ
씨피시스템,413630,KOSDAQ
카티스,140430,KOSDAQ
텔콘RF제약,200230,KOSDAQ
삼성스팩8호,448740,KOSDAQ
핸디소프트,220180,KOSDAQ
아이톡시,052770,KOSDAQ
비비씨,318410,KOSDAQ
케이피엠테크,042040,KOSDAQ
푸드나무,290720,KOSDAQ
코스나인,082660,KOSDAQ
인산가,277410,KOSDAQ
유에스티,263770,KOSDAQ
피코그램,376180,KOSDAQ
큐캐피탈,016600,KOSDAQ
위즈코프,038620,KOSDAQ
엔텔스,069410,KOSDAQ
우리산업홀딩스,072470,KOSDAQ
포인트모바일,318020,KOSDAQ
알파칩스,117670,KOSDAQ
TKG애강,022220,KOSDAQ
네이블,153460,KOSDAQ
휴엠앤씨,263920,KOSDAQ
휴맥스,115160,KOSDAQ
팬스타엔터프라이즈,054300,KOSDAQ
케일럼,258610,KOSDAQ
브레인즈컴퍼니,099390,KOSDAQ
스페코,013810,KOSDAQ
아세아텍,050860,KOSDAQ
바이오톡스텍,086040,KOSDAQ
아이즈비전,031310,KOSDAQ
플랜티넷,075130,KOSDAQ
하나금융25호스팩,435620,KOSDAQ
코맥스,036690,KOSDAQ
케이씨피드,025880,KOSDAQ
RF머트리얼즈,327260,KOSDAQ
얼라인드,238120,KOSDAQ
PN풍년,024940,KOSDAQ
케이디켐,221980,KOSDAQ
뷰티스킨,406820,KOSDAQ
국영지앤엠,006050,KOSDAQ
멕아이씨에스,058110,KOSDAQ
남화토건,091590,KOSDAQ
대신정보통신,020180,KOSDAQ
오브젠,417860,KOSDAQ
더라미,032860,KOSDAQ
제이티,089790,KOSDAQ
백금T&A,046310,KOSDAQ
에코캡,128540,KOSDAQ
대창스틸,140520,KOSDAQ
서암기계공업,100660,KOSDAQ
비씨월드제약,200780,KOSDAQ
동국알앤에스,075970,KOSDAQ
유틸렉스,263050,KOSDAQ
비큐AI,148780,KOSDAQ
씨큐브,101240,KOSDAQ
영림원소프트랩,060850,KOSDAQ
기가레인,049080,KOSDAQ
동일기연,032960,KOSDAQ
모비릭스,348030,KOSDAQ
오션인더블유,052300,KOSDAQ
제놀루션,225220,KOSDAQ
그린생명과학,114450,KOSDAQ
삼기,122350,KOSDAQ
아이퀘스트,262840,KOSDAQ
네오티스,085910,KOSDAQ
아이언디바이스,464500,KOSDAQ
모아텍,033200,KOSDAQ
서연탑메탈,019770,KOSDAQ
서진오토모티브,122690,KOSDAQ
루멘스,038060,KOSDAQ
핑거스토리,417180,KOSDAQ
NE능률,053290,KOSDAQ
NHN벅스,104200,KOSDAQ
대동스틸,048470,KOSDAQ
리더스코스메틱,016100,KOSDAQ
시선AI,340810,KOSDAQ
싸이버원,356890,KOSDAQ
원바이오젠,307280,KOSDAQ
상신전자,263810,KOSDAQ
삼일기업공사,002290,KOSDAQ
이에이트,418620,KOSDAQ
뱅크웨어글로벌,199480,KOSDAQ
카스,016920,KOSDAQ
이루온,065440,KOSDAQ
엠아이큐브솔루션,373170,KOSDAQ
YW,051390,KOSDAQ
오공,045060,KOSDAQ
신라섬유,001000,KOSDAQ
디케이앤디,263020,KOSDAQ
아시아경제,127710,KOSDAQ
케이씨티,089150,KOSDAQ
유니온바이오메트릭스,203450,KOSDAQ
체리부로,066360,KOSDAQ
디젠스,113810,KOSDAQ
모아데이타,288980,KOSDAQ
프로티아,303360,KOSDAQ
엠브레인,169330,KOSDAQ
파인메딕스,387570,KOSDAQ
이원컴포텍,088290,KOSDAQ
본느,226340,KOSDAQ
캡스톤파트너스,452300,KOSDAQ
씨이랩,189330,KOSDAQ
헝셩그룹,900270,KOSDAQ
폴라리스우노,114630,KOSDAQ
코리아에셋투자증권,190650,KOSDAQ
신진에스엠,138070,KOSDAQ
캐스텍코리아,071850,KOSDAQ
씨싸이트,109670,KOSDAQ
쏘닉스,088280,KOSDAQ
에스켐,475660,KOSDAQ
DH오토리드,290120,KOSDAQ
케이웨더,068100,KOSDAQ
삼진,032750,KOSDAQ
서울제약,018680,KOSDAQ
파버나인,177830,KOSDAQ
브릿지바이오테라퓨틱스,288330,KOSDAQ
KBG,318000,KOSDAQ
아이티아이즈,372800,KOSDAQ
아이윈플러스,123010,KOSDAQ
피델릭스,032580,KOSDAQ
포커스에이아이,331380,KOSDAQ
에스제이그룹,306040,KOSDAQ
케이엠,083550,KOSDAQ
코퍼스코리아,322780,KOSDAQ
압타머사이언스,291650,KOSDAQ
KB오토시스,024120,KOSDAQ
네오펙트,290660,KOSDAQ
에이치와이티씨,148930,KOSDAQ
엔투텍,227950,KOSDAQ
누리플렉스,040160,KOSDAQ
빛과전자,069540,KOSDAQ
손오공,066910,KOSDAQ
플라즈맵,405000,KOSDAQ
이지트로닉스,377330,KOSDAQ
카이노스메드,284620,KOSDAQ
서전기전,189860,KOSDAQ
제이엠티,094970,KOSDAQ
힘스,238490,KOSDAQ
파루,043200,KOSDAQ
쎄노텍,222420,KOSDAQ
티엔엔터테인먼트,131100,KOSDAQ
GH신소재,130500,KOSDAQ
지니틱스,303030,KOSDAQ
윙스풋,335870,KOSDAQ
포메탈,119500,KOSDAQ
프럼파스트,035200,KOSDAQ
에스에너지,095910,KOSDAQ
진영,285800,KOSDAQ
뉴온,123840,KOSDAQ
오디텍,080520,KOSDAQ
엔젠바이오,354200,KOSDAQ
빛샘전자,072950,KOSDAQ
신한제11호스팩,452980,KOSDAQ
엑셀세라퓨틱스,373110,KOSDAQ
